wavelength,mean_reflectance,median_reflectance,std_reflectance,p25_reflectance,p75_reflectance,n_valid
2196,0.3871138784149615,0.3619940539940987,0.12144414450245133,0.2955190859761335,0.4662617995776345,22
2197,0.3877030248329369,0.3615157061125972,0.12147182453645519,0.29731882001657567,0.46637156092445436,22
2198,0.3882860385259006,0.36096961508501846,0.12153738220065749,0.2991270066006979,0.4664515289447672,22
2199,0.38884326444308637,0.360439367510776,0.12163166894230336,0.300901194436149,0.4664876844450952,22
2200,0.3893389309929089,0.359775034381874,0.12174297636670887,0.30262630407789803,0.4664099909098743,22
2201,0.389791861384707,0.35905977358059576,0.12183786969961367,0.30441252660604584,0.46628747831407696,22
2202,0.3902364181699248,0.3583688031232075,0.1219324030348885,0.3062523924952773,0.46628996337409534,22
2203,0.3906297846653105,0.3577404568806378,0.12198435657602565,0.3080922583845088,0.4663444681203077,22
2204,0.3910031524043527,0.35725842533519075,0.12196845974029855,0.3099321242737403,0.4664364878270977,22
2205,0.391337424250578,0.3567763937897437,0.12192342380617803,0.3116434434351737,0.4665856529431505,22
2206,0.3916541978058791,0.3563583516335561,0.12187807856865496,0.31325320226184417,0.4667580054325141,22
2207,0.39197621978221375,0.35594164175324305,0.121815429883238,0.3148301399845837,0.46694532856404336,22
2208,0.39231345839559373,0.35568126637357134,0.12175618779914944,0.3163775412405,0.46724376483543995,22
2209,0.3926947452029388,0.35544604757261566,0.12170035796334013,0.3183484299420122,0.46754220110683653,22
2210,0.3930695501520312,0.35531407827535705,0.12164070759324769,0.3201065296474704,0.46774997192996604,22
2211,0.3934535471401235,0.3552294141366912,0.121588782859465,0.32136501867918377,0.4680638469891549,22
2212,0.39384232456898915,0.35517670645604627,0.12153984071857073,0.3224004592367118,0.468517827228361,22
2213,0.394232319334691,0.355136046062168,0.12149600878104697,0.3233174916882042,0.4690452142255426,22
2214,0.3946547096249184,0.35517277361106325,0.12148978035404215,0.3242345241396965,0.46975284356515307,22
2215,0.39507843296068185,0.35524429034289584,0.12150326482138864,0.3251515565911889,0.4706516294649453,22
2216,0.39552229027396546,0.3555167988698406,0.12150161662116751,0.32547374765526316,0.4716018122967396,22
2217,0.39598843779484144,0.3560600737698758,0.12150378280601708,0.325842402674426,0.47261627605148165,22
2218,0.3964391914088582,0.35673613214661376,0.12142013291262892,0.3262929204161473,0.4737010744661569,22
2219,0.396848768165092,0.35738842097973766,0.12129352032914713,0.3255137753644715,0.47457853345352063,22
2220,0.3972240432280577,0.3580007156166055,0.12114312859288617,0.3247428041547191,0.4739585182371264,22
2221,0.3975474533920462,0.3585646075315195,0.12097004929820948,0.32394091864917773,0.47228650772893754,22
2222,0.397828087812605,0.3596725225440711,0.12078629756987798,0.32312954052896903,0.4706196690603592,22
2223,0.3981184087941761,0.36146326705124576,0.12059835974613321,0.3222987094856841,0.46907379665567545,22
2224,0.3984053885685253,0.3632540115584205,0.12040071747952875,0.32146728775311806,0.46755109489317853,22
2225,0.3987212337326182,0.3650459151718276,0.12030433857345249,0.3204362425786455,0.4660343219677055,22
2226,0.39902220062939553,0.36688772626948796,0.12015211981214846,0.3191221857827013,0.46453006145617504,22
2227,0.3993278040940236,0.3687506996481649,0.11998411473462717,0.3178234286153958,0.46311157528303243,22
2228,0.3996264333398132,0.370705096045773,0.11982745671203143,0.3165196554890954,0.46169308910988993,22
2229,0.3998986828527819,0.3726714563841125,0.11967222126216492,0.3151744579698058,0.4602292505112131,22
2230,0.4001772578456709,0.3745229675656239,0.11959570228780926,0.3138281992482177,0.45874240350724266,22
2231,0.4004180851658848,0.376184273739984,0.11960448084469483,0.3124486345305012,0.45720484136115336,22
2232,0.40067494350798966,0.3778165332758292,0.11966125747730923,0.3111295282651303,0.4556688825656802,22
2233,0.40092679776759704,0.3792901924955737,0.11979684093886937,0.30984108442078906,0.45454992225219243,22
2234,0.40119399633972397,0.3804365304583349,0.1199595470892048,0.30868307731031536,0.4535773223773476,22
2235,0.40142407696801247,0.38054826572886025,0.12009162067782425,0.3075305237688197,0.45258681178109805,22
2236,0.4016375439484215,0.38066640241752925,0.1202520738173859,0.3063758428769654,0.4517131300642999,22
2237,0.401802907372398,0.3807954320520879,0.12044329206336578,0.30547084998049234,0.45087594391273556,22
2238,0.40192414334775994,0.3809500550808915,0.12065191040869992,0.3056586419867355,0.44996889966611564,22
2239,0.4020730531955277,0.381154876570229,0.12091759361883342,0.30584260566833144,0.44918324223906797,22
2240,0.4021967500182498,0.3814221493041451,0.12119242704521098,0.3060503067869698,0.44843971806194716,22
